Date;Seconds     ;Temperature (C)                         ;Specific Conductivity (µS/cm)           ;Total Dissolved Solids (ppt)            
23.07.2016 08:00;3168000;22.384;809.34;0.526
23.07.2016 08:15;3168900;22.404;840.658;0.546
23.07.2016 08:30;3169800;22.422;839.426;0.546
23.07.2016 08:45;3170700;22.479;860.705;0.559
23.07.2016 09:00;3171600;22.51;851.252;0.553
23.07.2016 09:15;3172500;22.622;842.984;0.548
23.07.2016 09:30;3173400;22.617;840.246;0.546
23.07.2016 09:45;3174300;22.7;834.656;0.543
23.07.2016 10:00;3175200;22.629;849.029;0.552
23.07.2016 10:15;3176100;22.679;843.798;0.548
23.07.2016 10:30;3177000;22.753;847.372;0.551
23.07.2016 10:45;3177900;22.713;851.862;0.554
23.07.2016 11:00;3178800;22.763;857.238;0.557
23.07.2016 11:15;3179700;22.736;859.384;0.559
23.07.2016 11:30;3180600;22.756;858.879;0.558
23.07.2016 11:45;3181500;22.762;851.076;0.553
23.07.2016 12:00;3182400;22.836;849.711;0.552
23.07.2016 12:15;3183300;22.833;852.508;0.554
23.07.2016 12:30;3184200;22.882;841.485;0.547
23.07.2016 12:45;3185100;22.922;864.727;0.562
23.07.2016 13:00;3186000;22.927;858.199;0.558
23.07.2016 13:15;3186900;22.935;861.102;0.56
23.07.2016 13:30;3187800;22.945;855.91;0.556
23.07.2016 13:45;3188700;22.993;850.268;0.553
23.07.2016 14:00;3189600;23.046;848.782;0.552
23.07.2016 14:15;3190500;23.023;847.184;0.551
23.07.2016 14:30;3191400;23.042;844.862;0.549
23.07.2016 14:45;3192300;23.086;840.033;0.546
23.07.2016 15:00;3193200;23.09;842.415;0.548
23.07.2016 15:15;3194100;23.098;839.124;0.545
23.07.2016 15:30;3195000;23.127;838.207;0.545
23.07.2016 15:45;3195900;23.141;839.137;0.545
23.07.2016 16:00;3196800;23.183;853.202;0.555
23.07.2016 16:15;3197700;23.225;848.755;0.552
23.07.2016 16:30;3198600;23.206;839.788;0.546
23.07.2016 16:45;3199500;23.205;833.537;0.542
23.07.2016 17:00;3200400;23.199;833.512;0.542
23.07.2016 17:15;3201300;23.19;836.638;0.544
23.07.2016 17:30;3202200;23.188;839.931;0.546
23.07.2016 17:45;3203100;23.185;837.48;0.544
23.07.2016 18:00;3204000;23.162;836.113;0.543
23.07.2016 18:15;3204900;23.177;848.088;0.551
23.07.2016 18:30;3205800;23.163;853.928;0.555
23.07.2016 18:45;3206700;23.17;837.518;0.544
23.07.2016 19:00;3207600;23.17;837.794;0.545
23.07.2016 19:15;3208500;23.151;835.76;0.543
23.07.2016 19:30;3209400;23.134;835.128;0.543
23.07.2016 19:45;3210300;23.11;848.439;0.551
23.07.2016 20:00;3211200;23.131;856.101;0.556
23.07.2016 20:15;3212100;23.116;844.019;0.549
23.07.2016 20:30;3213000;23.091;853.936;0.555
23.07.2016 20:45;3213900;23.088;832.643;0.541
23.07.2016 21:00;3214800;23.061;832.262;0.541
23.07.2016 21:15;3215700;23.023;828.791;0.539
23.07.2016 21:30;3216600;23.013;832.848;0.541
23.07.2016 21:45;3217500;23.01;828.45;0.538
23.07.2016 22:00;3218400;22.99;830.023;0.54
23.07.2016 22:15;3219300;22.985;835.002;0.543
23.07.2016 22:30;3220200;22.988;834.557;0.542
23.07.2016 22:45;3221100;22.962;830.333;0.54
23.07.2016 23:00;3222000;22.972;846.378;0.55
23.07.2016 23:15;3222900;22.972;835.053;0.543
23.07.2016 23:30;3223800;22.956;845.563;0.55
23.07.2016 23:45;3224700;22.956;830.037;0.54
24.07.2016 00:00;3225600;22.947;847.452;0.551
24.07.2016 00:15;3226500;22.947;832.986;0.541
24.07.2016 00:30;3227400;22.922;834.685;0.543
24.07.2016 00:45;3228300;22.894;830.521;0.54
24.07.2016 01:00;3229200;22.883;846.142;0.55
24.07.2016 01:15;3230100;22.895;843.091;0.548
24.07.2016 01:30;3231000;22.881;841.077;0.547
24.07.2016 01:45;3231900;22.86;840.046;0.546
24.07.2016 02:00;3232800;22.866;842.409;0.548
24.07.2016 02:15;3233700;22.845;839.908;0.546
24.07.2016 02:30;3234600;22.837;836.026;0.543
24.07.2016 02:45;3235500;22.828;848.033;0.551
24.07.2016 03:00;3236400;22.781;844.808;0.549
24.07.2016 03:15;3237300;22.737;852.234;0.554
24.07.2016 03:30;3238200;22.739;852.605;0.554
24.07.2016 03:45;3239100;22.732;852.883;0.554
24.07.2016 04:00;3240000;22.719;825.311;0.536
24.07.2016 04:15;3240900;22.696;844.662;0.549
24.07.2016 04:30;3241800;22.699;836.844;0.544
24.07.2016 04:45;3242700;22.668;838.155;0.545
24.07.2016 05:00;3243600;22.675;835.938;0.543
24.07.2016 05:15;3244500;22.677;846.073;0.55
24.07.2016 05:30;3245400;22.668;849.492;0.552
24.07.2016 05:45;3246300;22.656;847.57;0.551
24.07.2016 06:00;3247200;22.649;848.781;0.552
24.07.2016 06:15;3248100;22.638;851.904;0.554
24.07.2016 06:30;3249000;22.643;840.892;0.547
24.07.2016 06:45;3249900;22.651;844.969;0.549
24.07.2016 07:00;3250800;22.673;846.103;0.55
24.07.2016 07:15;3251700;22.69;844.626;0.549
24.07.2016 07:30;3252600;22.699;852.99;0.554
24.07.2016 07:45;3253500;22.727;849.421;0.552
24.07.2016 08:00;3254400;22.736;869.328;0.565
24.07.2016 08:15;3255300;22.744;863.618;0.561
24.07.2016 08:30;3256200;22.734;862.29;0.56
24.07.2016 08:45;3257100;22.78;860.859;0.56
24.07.2016 09:00;3258000;22.753;850.008;0.553
24.07.2016 09:15;3258900;22.814;862.246;0.56
24.07.2016 09:30;3259800;22.783;856.463;0.557
24.07.2016 09:45;3260700;22.886;860.557;0.559
24.07.2016 10:00;3261600;22.829;860.048;0.559
24.07.2016 10:15;3262500;22.831;843.507;0.548
24.07.2016 10:30;3263400;22.861;845.916;0.55
24.07.2016 10:45;3264300;22.926;852.803;0.554
24.07.2016 11:00;3265200;22.957;844.623;0.549
24.07.2016 11:15;3266100;23.002;864.33;0.562
24.07.2016 11:30;3267000;23.03;854.763;0.556
24.07.2016 11:45;3267900;23.138;854.898;0.556
24.07.2016 12:00;3268800;23.172;852.82;0.554
24.07.2016 12:15;3269700;23.235;853.761;0.555
24.07.2016 12:30;3270600;23.168;855.572;0.556
24.07.2016 12:45;3271500;23.154;852.572;0.554
24.07.2016 13:00;3272400;23.296;849.255;0.552
24.07.2016 13:15;3273300;23.375;842.531;0.548
24.07.2016 13:30;3274200;23.354;872.048;0.567
24.07.2016 13:45;3275100;23.402;865.681;0.563
24.07.2016 14:00;3276000;23.374;854.151;0.555
24.07.2016 14:15;3276900;23.387;843.301;0.548
24.07.2016 14:30;3277800;23.42;840.747;0.546
24.07.2016 14:45;3278700;23.382;839.509;0.546
24.07.2016 15:00;3279600;23.412;844.076;0.549
24.07.2016 15:15;3280500;23.452;844.05;0.549
24.07.2016 15:30;3281400;23.455;846.6;0.55
24.07.2016 15:45;3282300;23.476;843.947;0.549
24.07.2016 16:00;3283200;23.523;847.164;0.551
24.07.2016 16:15;3284100;23.474;849.278;0.552
24.07.2016 16:30;3285000;23.484;847.708;0.551
24.07.2016 16:45;3285900;23.494;865.145;0.562
24.07.2016 17:00;3286800;23.496;862.669;0.561
24.07.2016 17:15;3287700;23.491;856.791;0.557
24.07.2016 17:30;3288600;23.475;856.731;0.557
24.07.2016 17:45;3289500;23.479;843.624;0.548
24.07.2016 18:00;3290400;23.455;846.546;0.55
24.07.2016 18:15;3291300;23.442;847.065;0.551
24.07.2016 18:30;3292200;23.436;864.05;0.562
24.07.2016 18:45;3293100;23.429;860.443;0.559
24.07.2016 19:00;3294000;23.416;850.256;0.553
24.07.2016 19:15;3294900;23.416;846.276;0.55
24.07.2016 19:30;3295800;23.397;842.713;0.548
24.07.2016 19:45;3296700;23.4;837.433;0.544
24.07.2016 20:00;3297600;23.386;838.311;0.545
24.07.2016 20:15;3298500;23.376;829.628;0.539
24.07.2016 20:30;3299400;23.363;833.226;0.542
24.07.2016 20:45;3300300;23.368;836.237;0.544
24.07.2016 21:00;3301200;23.349;837.664;0.544
24.07.2016 21:15;3302100;23.34;838.648;0.545
24.07.2016 21:30;3303000;23.336;849.009;0.552
24.07.2016 21:45;3303900;23.319;836.536;0.544
24.07.2016 22:00;3304800;23.305;841.783;0.547
24.07.2016 22:15;3305700;23.304;850.007;0.553
24.07.2016 22:30;3306600;23.277;842.128;0.547
24.07.2016 22:45;3307500;23.253;816.177;0.531
24.07.2016 23:00;3308400;23.244;853.57;0.555
24.07.2016 23:15;3309300;23.265;854.739;0.556
24.07.2016 23:30;3310200;23.251;814.005;0.529
24.07.2016 23:45;3311100;23.243;832.849;0.541
25.07.2016 00:00;3312000;23.219;852.749;0.554
25.07.2016 00:15;3312900;23.225;840.281;0.546
25.07.2016 00:30;3313800;23.184;839.845;0.546
25.07.2016 00:45;3314700;23.174;847.609;0.551
25.07.2016 01:00;3315600;23.159;847.37;0.551
25.07.2016 01:15;3316500;23.169;819.517;0.533
25.07.2016 01:30;3317400;23.161;836.815;0.544
25.07.2016 01:45;3318300;23.149;845.277;0.549
25.07.2016 02:00;3319200;23.147;850.034;0.553
25.07.2016 02:15;3320100;23.112;853.952;0.555
25.07.2016 02:30;3321000;23.123;849.235;0.552
25.07.2016 02:45;3321900;23.107;839.25;0.546
25.07.2016 03:00;3322800;23.089;844.875;0.549
25.07.2016 03:15;3323700;23.078;838.228;0.545
25.07.2016 03:30;3324600;23.085;848.544;0.552
25.07.2016 03:45;3325500;23.077;840.624;0.546
25.07.2016 04:00;3326400;23.079;842.131;0.547
25.07.2016 04:15;3327300;23.056;845.195;0.549
25.07.2016 04:30;3328200;23.063;847.155;0.551
25.07.2016 04:45;3329100;23.07;841.111;0.547
25.07.2016 05:00;3330000;23.066;843.342;0.548
25.07.2016 05:15;3330900;23.07;843.684;0.548
25.07.2016 05:30;3331800;23.068;842.229;0.547
25.07.2016 05:45;3332700;23.062;840.305;0.546
25.07.2016 06:00;3333600;23.084;851.233;0.553
25.07.2016 06:15;3334500;23.076;844.772;0.549
25.07.2016 06:30;3335400;23.098;851.4;0.553
25.07.2016 06:45;3336300;23.1;847.596;0.551
25.07.2016 07:00;3337200;23.106;855.605;0.556
25.07.2016 07:15;3338100;23.145;856.978;0.557
25.07.2016 07:30;3339000;23.167;859.051;0.558
25.07.2016 07:45;3339900;23.189;851.333;0.553
25.07.2016 08:00;3340800;23.259;859.871;0.559
25.07.2016 08:15;3341700;23.282;855.177;0.556
25.07.2016 08:30;3342600;23.25;848.249;0.551
25.07.2016 08:45;3343500;23.258;854.515;0.555
25.07.2016 09:00;3344400;23.325;860.375;0.559
25.07.2016 09:15;3345300;23.42;871.422;0.566
25.07.2016 09:30;3346200;23.317;853.229;0.555
25.07.2016 09:45;3347100;23.416;870.075;0.566
25.07.2016 10:00;3348000;23.467;874.869;0.569
25.07.2016 10:15;3348900;23.479;860.988;0.56
25.07.2016 10:30;3349800;23.561;859.874;0.559
25.07.2016 10:45;3350700;23.573;872.227;0.567
25.07.2016 11:00;3351600;23.554;868.325;0.564
25.07.2016 11:15;3352500;23.621;873.136;0.568
25.07.2016 11:30;3353400;23.641;879.499;0.572
25.07.2016 11:45;3354300;23.676;879.571;0.572
25.07.2016 12:00;3355200;23.781;883.331;0.574
25.07.2016 12:15;3356100;23.736;880.894;0.573
25.07.2016 12:30;3357000;23.843;883.562;0.574
25.07.2016 12:45;3357900;23.78;884.71;0.575
25.07.2016 13:00;3358800;23.794;878.077;0.571
25.07.2016 13:15;3359700;23.849;871.585;0.567
25.07.2016 13:30;3360600;23.938;871.298;0.566
25.07.2016 13:45;3361500;23.885;865.243;0.562
25.07.2016 14:00;3362400;23.96;850.819;0.553
25.07.2016 14:15;3363300;23.925;858.394;0.558
25.07.2016 14:30;3364200;23.951;855.188;0.556
25.07.2016 14:45;3365100;23.978;865.99;0.563
25.07.2016 15:00;3366000;24.014;866.375;0.563
25.07.2016 15:15;3366900;24.027;853.77;0.555
25.07.2016 15:30;3367800;23.989;867.057;0.564
25.07.2016 15:45;3368700;23.972;874.083;0.568
25.07.2016 16:00;3369600;23.991;870.417;0.566
25.07.2016 16:15;3370500;23.976;884.408;0.575
25.07.2016 16:30;3371400;24.01;875.33;0.569
25.07.2016 16:45;3372300;24.008;877.743;0.571
25.07.2016 17:00;3373200;24.003;877.435;0.57
25.07.2016 17:15;3374100;24.018;875.373;0.569
25.07.2016 17:30;3375000;24.029;876.32;0.57
25.07.2016 17:45;3375900;24.047;878.884;0.571
25.07.2016 18:00;3376800;24.021;878.394;0.571
25.07.2016 18:15;3377700;24.012;878.296;0.571
25.07.2016 18:30;3378600;23.995;875.966;0.569
25.07.2016 18:45;3379500;23.998;876.48;0.57
25.07.2016 19:00;3380400;23.995;884.872;0.575
25.07.2016 19:15;3381300;23.985;881.29;0.573
25.07.2016 19:30;3382200;23.987;867.221;0.564
25.07.2016 19:45;3383100;23.99;869.565;0.565
25.07.2016 20:00;3384000;23.981;868.532;0.565
25.07.2016 20:15;3384900;23.978;867.972;0.564
25.07.2016 20:30;3385800;23.966;872.324;0.567
25.07.2016 20:45;3386700;23.959;881.542;0.573
25.07.2016 21:00;3387600;23.944;867.419;0.564
25.07.2016 21:15;3388500;23.936;871.871;0.567
25.07.2016 21:30;3389400;23.919;893.71;0.581
25.07.2016 21:45;3390300;23.885;892.711;0.58
25.07.2016 22:00;3391200;23.877;872.887;0.567
25.07.2016 22:15;3392100;23.86;870.454;0.566
25.07.2016 22:30;3393000;23.861;862.168;0.56
25.07.2016 22:45;3393900;23.839;849.611;0.552
25.07.2016 23:00;3394800;23.85;865.125;0.562
25.07.2016 23:15;3395700;23.827;854.029;0.555
25.07.2016 23:30;3396600;23.825;876.516;0.57
25.07.2016 23:45;3397500;23.82;870.062;0.566
26.07.2016 00:00;3398400;23.811;859.393;0.559
26.07.2016 00:15;3399300;23.824;856.363;0.557
26.07.2016 00:30;3400200;23.822;860.554;0.559
26.07.2016 00:45;3401100;23.795;852.134;0.554
26.07.2016 01:00;3402000;23.781;855.383;0.556
26.07.2016 01:15;3402900;23.765;855.107;0.556
26.07.2016 01:30;3403800;23.754;848.821;0.552
26.07.2016 01:45;3404700;23.743;856.274;0.557
26.07.2016 02:00;3405600;23.732;853.236;0.555
26.07.2016 02:15;3406500;23.719;847.557;0.551
26.07.2016 02:30;3407400;23.697;852.936;0.554
26.07.2016 02:45;3408300;23.693;848.62;0.552
26.07.2016 03:00;3409200;23.694;864.079;0.562
26.07.2016 03:15;3410100;23.656;847.547;0.551
26.07.2016 03:30;3411000;23.655;840.493;0.546
26.07.2016 03:45;3411900;23.631;850.952;0.553
26.07.2016 04:00;3412800;23.621;843.229;0.548
26.07.2016 04:15;3413700;23.617;843.699;0.548
26.07.2016 04:30;3414600;23.597;844.834;0.549
26.07.2016 04:45;3415500;23.587;847.332;0.551
26.07.2016 05:00;3416400;23.597;855.678;0.556
26.07.2016 05:15;3417300;23.593;875.956;0.569
26.07.2016 05:30;3418200;23.596;859.376;0.559
26.07.2016 05:45;3419100;23.58;856.197;0.557
26.07.2016 06:00;3420000;23.586;839.534;0.546
26.07.2016 06:15;3420900;23.593;851.769;0.554
26.07.2016 06:30;3421800;23.616;849.751;0.552
26.07.2016 06:45;3422700;23.656;843.501;0.548
26.07.2016 07:00;3423600;23.68;856.864;0.557
26.07.2016 07:15;3424500;23.708;847.213;0.551
26.07.2016 07:30;3425400;23.74;846.324;0.55
26.07.2016 07:45;3426300;23.766;844.567;0.549
26.07.2016 08:00;3427200;23.694;842.627;0.548
26.07.2016 08:15;3428100;23.77;840.7;0.546
26.07.2016 08:30;3429000;23.8;846.964;0.551
26.07.2016 08:45;3429900;23.812;851.046;0.553
26.07.2016 09:00;3430800;23.826;861.106;0.56
26.07.2016 09:15;3431700;23.768;859.563;0.559
26.07.2016 09:30;3432600;23.832;860.246;0.559
26.07.2016 09:45;3433500;23.806;852.768;0.554
26.07.2016 10:00;3434400;23.812;858.967;0.558
26.07.2016 10:15;3435300;23.81;852.282;0.554
26.07.2016 10:30;3436200;23.824;850.15;0.553
26.07.2016 10:45;3437100;23.815;855.259;0.556
26.07.2016 11:00;3438000;23.824;889.312;0.578
26.07.2016 11:15;3438900;23.838;878.293;0.571
26.07.2016 11:30;3439800;23.86;867.341;0.564
26.07.2016 11:45;3440700;23.875;866.68;0.563
26.07.2016 12:00;3441600;23.908;880.391;0.572
26.07.2016 12:15;3442500;23.92;869.631;0.565
26.07.2016 12:30;3443400;23.952;868.345;0.564
26.07.2016 12:45;3444300;23.94;865.671;0.563
26.07.2016 13:00;3445200;24.013;871.674;0.567
26.07.2016 13:15;3446100;23.939;859.51;0.559
26.07.2016 13:30;3447000;24.056;880.324;0.572
26.07.2016 13:45;3447900;24.038;883.78;0.574
26.07.2016 14:00;3448800;24.045;878.884;0.571
26.07.2016 14:15;3449700;24.002;876.392;0.57
26.07.2016 14:30;3450600;24.018;863.437;0.561
26.07.2016 14:45;3451500;24.043;862.686;0.561
26.07.2016 15:00;3452400;24.12;863.579;0.561
26.07.2016 15:15;3453300;24.101;864.1;0.562
26.07.2016 15:30;3454200;24.12;853.267;0.555
26.07.2016 15:45;3455100;24.125;850.968;0.553
26.07.2016 16:00;3456000;24.147;849.715;0.552
26.07.2016 16:15;3456900;24.142;861.677;0.56
26.07.2016 16:30;3457800;24.198;861.949;0.56
26.07.2016 16:45;3458700;24.193;856.037;0.556
26.07.2016 17:00;3459600;24.208;857.169;0.557
26.07.2016 17:15;3460500;24.212;857.435;0.557
26.07.2016 17:30;3461400;24.192;862.124;0.56
26.07.2016 17:45;3462300;24.182;851.841;0.554
26.07.2016 18:00;3463200;24.177;855.708;0.556
26.07.2016 18:15;3464100;24.146;858.18;0.558
26.07.2016 18:30;3465000;24.125;850.7;0.553
26.07.2016 18:45;3465900;24.136;864.808;0.562
26.07.2016 19:00;3466800;24.123;861.772;0.56
26.07.2016 19:15;3467700;24.119;863.15;0.561
26.07.2016 19:30;3468600;24.112;857.834;0.558
26.07.2016 19:45;3469500;24.119;858.253;0.558
26.07.2016 20:00;3470400;24.115;862.18;0.56
26.07.2016 20:15;3471300;24.091;858.543;0.558
26.07.2016 20:30;3472200;24.101;872.448;0.567
26.07.2016 20:45;3473100;24.089;861.396;0.56
26.07.2016 21:00;3474000;24.072;859.628;0.559
26.07.2016 21:15;3474900;24.053;845.62;0.55
26.07.2016 21:30;3475800;24.04;852.181;0.554
26.07.2016 21:45;3476700;24.022;852.421;0.554
26.07.2016 22:00;3477600;24.033;852.326;0.554
26.07.2016 22:15;3478500;24.02;864.403;0.562
26.07.2016 22:30;3479400;23.977;848.013;0.551
26.07.2016 22:45;3480300;23.976;856.304;0.557
26.07.2016 23:00;3481200;23.961;875.318;0.569
26.07.2016 23:15;3482100;23.952;859.403;0.559
26.07.2016 23:30;3483000;23.92;845.679;0.55
26.07.2016 23:45;3483900;23.897;856.128;0.556
27.07.2016 00:00;3484800;23.899;849.717;0.552
27.07.2016 00:15;3485700;23.891;861.43;0.56
27.07.2016 00:30;3486600;23.878;864.151;0.562
27.07.2016 00:45;3487500;23.85;854.044;0.555
27.07.2016 01:00;3488400;23.842;852.549;0.554
27.07.2016 01:15;3489300;23.8;860.107;0.559
27.07.2016 01:30;3490200;23.789;866.75;0.563
27.07.2016 01:45;3491100;23.753;850.174;0.553
27.07.2016 02:00;3492000;23.732;863.435;0.561
27.07.2016 02:15;3492900;23.692;853.168;0.555
27.07.2016 02:30;3493800;23.7;855.277;0.556
27.07.2016 02:45;3494700;23.691;858.101;0.558
27.07.2016 03:00;3495600;23.643;855.544;0.556
27.07.2016 03:15;3496500;23.627;853.555;0.555
27.07.2016 03:30;3497400;23.63;860.634;0.559
27.07.2016 03:45;3498300;23.612;848.847;0.552
27.07.2016 04:00;3499200;23.57;857.327;0.557
27.07.2016 04:15;3500100;23.566;844.304;0.549
27.07.2016 04:30;3501000;23.545;843.265;0.548
27.07.2016 04:45;3501900;23.537;842.879;0.548
27.07.2016 05:00;3502800;23.531;843.039;0.548
27.07.2016 05:15;3503700;23.531;865.496;0.563
27.07.2016 05:30;3504600;23.554;861.177;0.56
27.07.2016 05:45;3505500;23.542;856.87;0.557
27.07.2016 06:00;3506400;23.498;859.999;0.559
27.07.2016 06:15;3507300;23.481;859.697;0.559
27.07.2016 06:30;3508200;23.491;857.578;0.557
27.07.2016 06:45;3509100;23.512;864.993;0.562
27.07.2016 07:00;3510000;23.512;855.329;0.556
27.07.2016 07:15;3510900;23.516;851.977;0.554
27.07.2016 07:30;3511800;23.543;849.98;0.552
27.07.2016 07:45;3512700;23.575;857.404;0.557
27.07.2016 08:00;3513600;23.621;852.715;0.554
27.07.2016 08:15;3514500;23.633;848.061;0.551
27.07.2016 08:30;3515400;23.608;850.915;0.553
27.07.2016 08:45;3516300;23.636;856.994;0.557
27.07.2016 09:00;3517200;23.545;847.087;0.551
27.07.2016 09:15;3518100;23.528;859.455;0.559
27.07.2016 09:30;3519000;23.526;850.79;0.553
27.07.2016 09:45;3519900;23.519;859.511;0.559
27.07.2016 10:00;3520800;23.567;861.69;0.56
27.07.2016 10:15;3521700;23.575;859.609;0.559
27.07.2016 10:30;3522600;23.659;851.528;0.553
27.07.2016 10:45;3523500;23.655;856.15;0.556
27.07.2016 11:00;3524400;23.672;881.826;0.573
27.07.2016 11:15;3525300;23.686;875.125;0.569
27.07.2016 11:30;3526200;23.712;860.283;0.559
27.07.2016 11:45;3527100;23.684;866.383;0.563
27.07.2016 12:00;3528000;23.709;862.262;0.56
27.07.2016 12:15;3528900;23.694;856.268;0.557
27.07.2016 12:30;3529800;23.709;871.483;0.566
27.07.2016 12:45;3530700;23.71;869.583;0.565
27.07.2016 13:00;3531600;23.723;876.76;0.57
27.07.2016 13:15;3532500;23.753;865.026;0.562
27.07.2016 13:30;3533400;23.748;885.731;0.576
27.07.2016 13:45;3534300;23.788;876.903;0.57
27.07.2016 14:00;3535200;23.801;862.658;0.561
27.07.2016 14:15;3536100;23.79;853.014;0.554
27.07.2016 14:30;3537000;23.775;856.734;0.557
27.07.2016 14:45;3537900;23.757;851.746;0.554
27.07.2016 15:00;3538800;23.67;841.26;0.547
27.07.2016 15:15;3539700;23.337;791.209;0.514
27.07.2016 15:30;3540600;22.961;729.818;0.474
27.07.2016 15:45;3541500;22.608;701.799;0.456
27.07.2016 16:00;3542400;21.019;411.948;0.268
27.07.2016 16:15;3543300;20.474;285.779;0.186
27.07.2016 16:45;3545100;21.017;386.724;0.251
27.07.2016 17:00;3546000;21.617;493.212;0.321
27.07.2016 17:15;3546900;22.346;607.097;0.395
27.07.2016 17:30;3547800;22.644;649.626;0.422
27.07.2016 17:45;3548700;22.611;639.496;0.416
27.07.2016 18:00;3549600;22.78;663.663;0.431
27.07.2016 18:15;3550500;23.043;702.117;0.456
27.07.2016 18:45;3552300;23.241;736.698;0.479
27.07.2016 19:00;3553200;23.272;740.112;0.481
27.07.2016 19:15;3554100;23.326;749.201;0.487
27.07.2016 19:30;3555000;23.183;724.3;0.471
27.07.2016 19:45;3555900;23.113;713.092;0.464
27.07.2016 20:00;3556800;23.053;705.463;0.459
27.07.2016 20:30;3558600;22.975;699.094;0.454
27.07.2016 20:45;3559500;23.029;711.383;0.462
27.07.2016 21:00;3560400;23.12;730.25;0.475
27.07.2016 21:15;3561300;23.166;746.636;0.485
27.07.2016 21:30;3562200;23.208;756.552;0.492
27.07.2016 21:45;3563100;23.214;758.781;0.493
27.07.2016 22:00;3564000;23.249;766.17;0.498
27.07.2016 22:15;3564900;23.255;770.647;0.501
27.07.2016 22:30;3565800;23.257;778.246;0.506
27.07.2016 22:45;3566700;23.262;782.041;0.508
27.07.2016 23:00;3567600;23.264;783.794;0.509
27.07.2016 23:15;3568500;23.264;785.678;0.511
27.07.2016 23:30;3569400;23.256;783.037;0.509
27.07.2016 23:45;3570300;23.264;786.311;0.511
28.07.2016 00:00;3571200;23.268;789.842;0.513
28.07.2016 00:15;3572100;23.274;795.287;0.517
28.07.2016 00:30;3573000;23.261;793.028;0.515
28.07.2016 00:45;3573900;23.249;790.052;0.514
28.07.2016 01:00;3574800;23.229;787.381;0.512
28.07.2016 01:15;3575700;23.194;783.814;0.509
28.07.2016 01:30;3576600;23.155;778.078;0.506
28.07.2016 01:45;3577500;23.116;772.869;0.502
28.07.2016 02:00;3578400;23.068;763.005;0.496
28.07.2016 02:15;3579300;23.033;756.116;0.491
28.07.2016 02:30;3580200;23.016;757.943;0.493
28.07.2016 02:45;3581100;23.018;754.954;0.491
28.07.2016 03:00;3582000;23.02;760.537;0.494
28.07.2016 03:15;3582900;23.024;765.916;0.498
28.07.2016 03:30;3583800;23.019;768.586;0.5
28.07.2016 03:45;3584700;23.018;766.526;0.498
28.07.2016 04:00;3585600;23.023;773.37;0.503
28.07.2016 04:15;3586500;23.028;774.624;0.504
28.07.2016 04:30;3587400;23.028;776.173;0.505
28.07.2016 04:45;3588300;23.032;780.25;0.507
28.07.2016 05:00;3589200;23.034;780.928;0.508
28.07.2016 05:15;3590100;23.028;781.917;0.508
28.07.2016 05:30;3591000;23.024;788.101;0.512
28.07.2016 05:45;3591900;23.024;784.443;0.51
28.07.2016 06:00;3592800;23.015;786.222;0.511
28.07.2016 06:15;3593700;23.017;786.859;0.511
28.07.2016 06:30;3594600;23.01;788.324;0.512
28.07.2016 06:45;3595500;23.012;785.295;0.51
28.07.2016 07:00;3596400;23.014;787.9;0.512
28.07.2016 07:15;3597300;23.021;788.723;0.513
28.07.2016 07:30;3598200;23.046;789.327;0.513
28.07.2016 07:45;3599100;23.082;788.454;0.512
28.07.2016 08:00;3600000;23.1;791.942;0.515
28.07.2016 08:15;3600900;23.127;795.012;0.517
28.07.2016 08:30;3601800;23.162;791.284;0.514
28.07.2016 08:45;3602700;23.18;795.581;0.517
28.07.2016 09:00;3603600;23.242;797.802;0.519
28.07.2016 09:15;3604500;23.253;800.073;0.52
28.07.2016 09:30;3605400;23.282;801.233;0.521
28.07.2016 09:45;3606300;23.293;810.126;0.527
28.07.2016 10:00;3607200;23.358;805.583;0.524
28.07.2016 10:15;3608100;23.415;804.597;0.523
28.07.2016 10:30;3609000;23.376;806.56;0.524
28.07.2016 10:45;3609900;23.49;810.381;0.527
28.07.2016 11:00;3610800;23.546;812.175;0.528
28.07.2016 11:15;3611700;23.51;810.762;0.527
28.07.2016 11:30;3612600;23.512;812.118;0.528
28.07.2016 11:45;3613500;23.46;812.521;0.528
28.07.2016 12:00;3614400;23.487;807.925;0.525
28.07.2016 12:15;3615300;23.554;814.734;0.53
28.07.2016 12:30;3616200;23.559;816.162;0.531
28.07.2016 12:45;3617100;23.535;813.115;0.529
28.07.2016 13:00;3618000;23.547;812.368;0.528
28.07.2016 13:15;3618900;23.58;812.126;0.528
28.07.2016 13:30;3619800;23.555;813.209;0.529
28.07.2016 13:45;3620700;23.633;815.059;0.53
28.07.2016 14:00;3621600;23.563;813.985;0.529
28.07.2016 14:15;3622500;23.579;812.567;0.528
28.07.2016 14:30;3623400;23.627;814.859;0.53
28.07.2016 14:45;3624300;23.641;816.602;0.531
28.07.2016 15:00;3625200;23.644;815.527;0.53
28.07.2016 15:15;3626100;23.655;817.775;0.532
28.07.2016 15:30;3627000;23.699;817.768;0.532
28.07.2016 15:45;3627900;23.743;818.086;0.532
28.07.2016 16:00;3628800;23.774;817.441;0.531
28.07.2016 16:15;3629700;23.785;819.975;0.533
28.07.2016 16:30;3630600;23.801;818.389;0.532
28.07.2016 16:45;3631500;23.822;820.591;0.533
28.07.2016 17:00;3632400;23.823;821.681;0.534
28.07.2016 17:15;3633300;23.815;820.994;0.534
28.07.2016 17:30;3634200;23.837;821.315;0.534
